platform_name,Date,Campaign,Insertion Order,Line Item,Creative,Revenue (USD),Impressions,Clicks,Total Conversions
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-1,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_CA1,0.417184,212,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-1,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_CA1,0.320872,179,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-1,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_SideHustler_IllustratorEvergreen_PhotographyDC_CA1,0.300887,132,4,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-1,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_Typesetting_IllustratorEvergreen_PhotographyDC_CA1,0.607649,245,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-1,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_UpSkil_IllustratorEvergreen_PhotographyDC_CA1,0.516379,252,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_GenAI_IllustratorEvergreen_PhotographyDC_CA2,0.50915,1389,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_CA2,2.152081,4336,6,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_CA2,25.507101,64514,52,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_CA2,0.478701,951,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_SideHustler_IllustratorEvergreen_PhotographyDC_CA2,0.285949,816,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_Typesetting_IllustratorEvergreen_PhotographyDC_CA2,0.180275,500,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_UpSkil_IllustratorEvergreen_PhotographyDC_CA2,0.533048,1322,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_GenAI_IllustratorEvergreen_PhotographyDC_CA2,1.248908,3853,3,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_CA2,0.986723,2756,3,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_CA2,3.342944,8957,8,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_CA2,0.744671,1719,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_SideHustler_IllustratorEvergreen_PhotographyDC_CA2,0.509016,678,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_Typesetting_IllustratorEvergreen_PhotographyDC_CA2,1.026138,3027,4,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_UpSkil_IllustratorEvergreen_PhotographyDC_CA2,19.054655,45777,54,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_GenAI_IllustratorEvergreen_PhotographyDC_CA2,0.409254,799,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_CA2,0.880007,1045,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_CA2,48.063791,79698,94,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_CA2,0.366432,609,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_SideHustler_IllustratorEvergreen_PhotographyDC_CA2,0.411428,660,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_Typesetting_IllustratorEvergreen_PhotographyDC_CA2,0.435377,789,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_UpSkil_IllustratorEvergreen_PhotographyDC_CA2,0.756905,999,5,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_728x90_GenAI_IllustratorEvergreen_PhotographyDC_CA2,0.704488,2063,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_728x90_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_CA2,0.487611,1266,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_728x90_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_CA2,81.296492,181247,223,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_728x90_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_CA2,0.44168,1111,5,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_728x90_SideHustler_IllustratorEvergreen_PhotographyDC_CA2,0.483906,1309,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_728x90_Typesetting_IllustratorEvergreen_PhotographyDC_CA2,0.602671,1543,3,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_728x90_UpSkil_IllustratorEvergreen_PhotographyDC_CA2,1.545635,3183,3,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_GenAI_IllustratorEvergreen_PhotographyDC_CA2,0.3869,415,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_CA2,0.101436,86,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_CA2,0.245686,116,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_CA2,0.083647,92,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_SideHustler_IllustratorEvergreen_PhotographyDC_CA2,13.729796,10705,51,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_Typesetting_IllustratorEvergreen_PhotographyDC_CA2,4.529145,4338,14,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_AudienceSegment-2,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_970x250_UpSkil_IllustratorEvergreen_PhotographyDC_CA2,0.16093,79,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_GenAI_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.345756,956,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,0.217971,672,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,0.292314,1185,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,18.635862,39962,47,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_SideHustler_IllustratorEvergreen_PhotographyDC_Broad-Targeting,1.064248,2702,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_Typesetting_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.510151,1477,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_160x600_UpSkil_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.633321,1689,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_GenAI_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.523808,699,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,0.421811,994,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,1.583981,4042,9,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,0.664339,2037,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_SideHustler_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.87479,1949,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_Typesetting_IllustratorEvergreen_PhotographyDC_Broad-Targeting,26.323274,55208,77,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x250_UpSkil_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.603227,1068,2,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_GenAI_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.241737,431,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_MaxLondon-Ai-GSF-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,0.442777,663,1,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_MaxLondon-Ai-Performance-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,39.103439,66014,93,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_MaxLondon-Ai-T2P-Fed-Display_Illustrator_PhotographyDC_Broad-Targeting,0.237796,438,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_SideHustler_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.459186,806,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_Typesetting_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.322709,475,0,0
DV360,5/31/2025,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,FY25_Q2_JP_Creative_ProDesign_Consideration_Discover_NA_P42497_Design,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_Design-BAU_PC_PhotographyDC_Broad-Targeting,DV360_FY25CC_PSP_Consideration_JP_DSK_ST_300x600_UpSkil_IllustratorEvergreen_PhotographyDC_Broad-Targeting,0.341152,625,1,0
